                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     13,                0.67135,                0.98939,                 1.0015,                0.80533,                  0.825,                0.84228,                0.69725,                 0.7666,                 1.6655,                 1.0323,              0.0013039,              0.0013039,              0.0013039
                     14,                 0.7086,                 1.0152,                0.98953,                0.85426,                  0.825,                0.88954,                0.72875,                0.73179,                 1.5429,                 1.0188,              0.0012709,              0.0012709,              0.0012709
                     15,                0.68007,                0.95841,                0.97344,                0.96081,                0.90398,                 0.9631,                0.79258,                 0.7821,                  1.379,                 1.0665,              0.0012379,              0.0012379,              0.0012379
                     16,                0.64035,                0.92516,                0.97692,                0.88698,                0.93881,                0.91512,                0.77181,                0.66669,                 1.1045,                 1.0432,              0.0012049,              0.0012049,              0.0012049
                     17,                0.61207,                0.82324,                 0.9818,                0.98527,                  0.925,                0.97686,                0.81807,                0.66115,                0.99045,                 1.0187,              0.0011719,              0.0011719,              0.0011719
                     18,                0.60162,                0.80786,                0.94592,                0.95442,                0.91129,                0.91362,                0.78838,                0.63207,                 1.0181,                0.98394,              0.0011389,              0.0011389,              0.0011389
                     19,                0.64185,                0.87857,                0.98661,                0.87901,                0.93823,                0.95216,                0.80362,                0.69245,                  1.115,                 1.0387,              0.0011059,              0.0011059,              0.0011059
                     20,                0.65166,                0.89067,                0.97046,                0.90723,                0.93542,                0.95065,                0.79173,                0.77567,                 1.1062,                 1.0716,              0.0010729,              0.0010729,              0.0010729
                     21,                0.63278,                 0.7955,                0.94932,                0.92411,                0.95929,                0.96649,                0.82361,                0.60151,                0.96529,                0.98566,              0.0010399,              0.0010399,              0.0010399
                     22,                 0.6417,                0.75532,                0.97167,                0.88074,                0.96836,                 0.9708,                0.80323,                0.71639,                0.88529,                 1.0133,              0.0010069,              0.0010069,              0.0010069
                     23,                0.63648,                0.74246,                0.97171,                 0.9659,                      1,                0.99381,                 0.8362,                0.65482,                0.81844,                 1.0192,             0.00097386,             0.00097386,             0.00097386
                     24,                0.60264,                0.72057,                0.95484,                0.99727,                      1,                  0.995,                0.83541,                0.68401,                0.72932,                 1.0106,             0.00094085,             0.00094085,             0.00094085
                     25,                0.55416,                0.66628,                0.94118,                0.98618,                0.97414,                0.99273,                0.86141,                0.61936,                 0.7228,                0.95225,             0.00090785,             0.00090785,             0.00090785
                     26,                0.55947,                0.62677,                0.92591,                0.97819,                0.97254,                0.98923,                0.85393,                0.55937,                0.62278,                0.95674,             0.00087484,             0.00087484,             0.00087484
                     27,                0.56771,                0.59421,                0.93502,                0.99315,                  0.975,                0.99174,                0.84938,                0.59705,                0.58709,                0.95814,             0.00084184,             0.00084184,             0.00084184
                     28,                0.55349,                0.64899,                0.93673,                0.94836,                0.95303,                0.98351,                0.85611,                0.57316,                0.68894,                0.93578,             0.00080883,             0.00080883,             0.00080883
                     29,                0.56027,                0.65602,                0.92367,                      1,                0.96172,                0.98923,                0.86339,                0.58838,                 0.5749,                0.93426,             0.00077582,             0.00077582,             0.00077582
                     30,                0.57024,                0.62493,                0.94297,                0.97179,                   0.95,                0.98326,                0.85835,                0.56531,                0.57707,                0.94955,             0.00074282,             0.00074282,             0.00074282
                     31,                0.55684,                0.60985,                 0.9303,                0.95889,                0.97298,                0.97714,                0.84361,                0.57535,                0.56058,                0.95152,             0.00070981,             0.00070981,             0.00070981
                     32,                0.52392,                0.58422,                0.92005,                0.96722,                0.97312,                0.96901,                0.84772,                0.61483,                0.58378,                0.94736,              0.0006768,              0.0006768,              0.0006768
                     33,                0.53453,                0.58407,                0.93777,                 0.9722,                  0.975,                 0.9707,                0.86435,                0.53745,                0.55472,                 0.9211,              0.0006438,              0.0006438,              0.0006438
                     34,                0.53784,                0.59148,                0.92086,                0.95339,                0.95331,                0.96619,                0.84899,                 0.6013,                0.57372,                  0.932,             0.00061079,             0.00061079,             0.00061079
                     35,                0.51746,                0.56259,                0.92891,                0.97389,                0.97482,                0.98429,                 0.8695,                0.55774,                0.53439,                0.92374,             0.00057778,             0.00057778,             0.00057778
                     36,                0.50669,                0.51096,                0.90055,                0.98965,                  0.975,                0.99381,                0.87979,                0.54522,                0.48337,                0.91682,             0.00054478,             0.00054478,             0.00054478
                     37,                0.50638,                0.50171,                0.91013,                0.99315,                0.97417,                0.99381,                0.88676,                0.53109,                0.45149,                0.92079,             0.00051177,             0.00051177,             0.00051177
                     38,                0.49529,                0.47897,                0.91399,                0.99824,                0.93252,                0.99273,                0.87208,                0.56319,                0.48638,                0.92201,             0.00047876,             0.00047876,             0.00047876
                     39,                0.51196,                0.52521,                0.93811,                0.92465,                  0.975,                0.99154,                0.88013,                0.58254,                0.52491,                0.92004,             0.00044576,             0.00044576,             0.00044576
                     40,                0.52124,                0.53994,                0.93771,                0.99751,                0.98549,                  0.995,                0.86962,                0.60166,                0.46521,                0.93957,             0.00041275,             0.00041275,             0.00041275
                     41,                0.47522,                0.58101,                0.87205,                0.99793,                0.98478,                  0.995,                 0.8766,                 0.5272,                0.45793,                0.89889,             0.00037974,             0.00037974,             0.00037974
                     42,                0.45127,                 0.5565,                0.85399,                0.99761,                0.98658,                  0.995,                0.87284,                0.54929,                0.51889,                0.91603,             0.00034674,             0.00034674,             0.00034674
                     43,                0.43073,                0.52891,                 0.8535,                0.98883,                  0.975,                0.99273,                 0.8704,                0.57805,                0.45878,                0.94045,             0.00031373,             0.00031373,             0.00031373
                     44,                0.44439,                0.50713,                0.88456,                0.99257,                  0.975,                 0.9825,                0.87618,                0.55112,                0.43543,                0.91939,             0.00028072,             0.00028072,             0.00028072
                     45,                0.42705,                0.48781,                0.82869,                0.99218,                  0.975,                  0.974,                0.86081,                0.58024,                0.42875,                0.92473,             0.00024772,             0.00024772,             0.00024772
                     46,                0.41841,                0.48755,                0.84967,                0.99058,                  0.975,                0.97035,                0.85224,                0.57395,                0.43873,                0.92529,             0.00021471,             0.00021471,             0.00021471
                     47,                0.40358,                0.48633,                0.83936,                0.99083,                  0.975,                0.97769,                0.85399,                0.57032,                0.42309,                0.92511,              0.0001817,              0.0001817,              0.0001817
                     48,                0.38697,                0.47159,                0.83465,                0.98848,                  0.975,                0.98613,                0.86472,                0.55823,                0.42147,                0.92112,              0.0001487,              0.0001487,              0.0001487
                     49,                0.38639,                0.45348,                 0.8463,                0.98849,                  0.975,                0.98786,                 0.8642,                0.55892,                0.40966,                0.92458,             0.00011569,             0.00011569,             0.00011569
                     50,                0.40069,                0.47272,                0.83586,                0.98963,                  0.975,                0.98923,                0.86931,                0.55222,                0.39031,                0.92063,             8.2683e-05,             8.2683e-05,             8.2683e-05
